city,year,month,type,value
El Paso,2006,8,sales,774
El Paso,2006,8,price,129500
El Paso,2006,9,sales,646
El Paso,2006,9,price,127000
El Paso,2006,10,sales,557
El Paso,2006,10,price,131000
El Paso,2006,11,sales,556
El Paso,2006,11,price,131400
El Paso,2006,12,sales,555
El Paso,2006,12,price,133800
El Paso,2007,1,sales,492
El Paso,2007,1,price,124800
El Paso,2007,2,sales,503
El Paso,2007,2,price,124000
El Paso,2007,3,sales,612
El Paso,2007,3,price,129200
El Paso,2007,4,sales,642
El Paso,2007,4,price,128100
El Paso,2007,5,sales,640
El Paso,2007,5,price,130200
El Paso,2007,6,sales,607
El Paso,2007,6,price,138900
El Paso,2007,7,sales,573
El Paso,2007,7,price,134200
El Paso,2007,8,sales,554
El Paso,2007,8,price,138900
El Paso,2007,9,sales,409
El Paso,2007,9,price,136000
El Paso,2007,10,sales,439
El Paso,2007,10,price,130900
El Paso,2007,11,sales,387
El Paso,2007,11,price,133600
El Paso,2007,12,sales,362
El Paso,2007,12,price,133500
El Paso,2008,1,sales,299
El Paso,2008,1,price,133200
El Paso,2008,2,sales,328
El Paso,2008,2,price,133800
El Paso,2008,3,sales,419
El Paso,2008,3,price,128700
El Paso,2008,4,sales,292
El Paso,2008,4,price,126700
El Paso,2008,5,sales,429
El Paso,2008,5,price,137800
El Paso,2008,6,sales,487
El Paso,2008,6,price,142800
El Paso,2008,7,sales,502
El Paso,2008,7,price,138500
El Paso,2008,8,sales,433
El Paso,2008,8,price,133300
El Paso,2008,9,sales,449
El Paso,2008,9,price,134300
El Paso,2008,10,sales,413
El Paso,2008,10,price,130500
El Paso,2008,11,sales,362
El Paso,2008,11,price,132800
El Paso,2008,12,sales,363
El Paso,2008,12,price,136300
El Paso,2009,1,sales,304
El Paso,2009,1,price,126900
El Paso,2009,2,sales,326
El Paso,2009,2,price,130900
El Paso,2009,3,sales,435
El Paso,2009,3,price,133500
El Paso,2009,4,sales,381
El Paso,2009,4,price,128100
El Paso,2009,5,sales,440
El Paso,2009,5,price,126800
El Paso,2009,6,sales,481
El Paso,2009,6,price,134500
El Paso,2009,7,sales,478
El Paso,2009,7,price,135200
El Paso,2009,8,sales,485
El Paso,2009,8,price,129600
El Paso,2009,9,sales,485
El Paso,2009,9,price,130000
El Paso,2009,10,sales,541
El Paso,2009,10,price,131000
El Paso,2009,11,sales,570
El Paso,2009,11,price,131900
El Paso,2009,12,sales,444
El Paso,2009,12,price,135000
El Paso,2010,1,sales,253
El Paso,2010,1,price,130700
El Paso,2010,2,sales,363
El Paso,2010,2,price,126300
El Paso,2010,3,sales,509
El Paso,2010,3,price,126900
El Paso,2010,4,sales,525
El Paso,2010,4,price,132200
El Paso,2010,5,sales,569
El Paso,2010,5,price,133200
El Paso,2010,6,sales,736
El Paso,2010,6,price,132600
El Paso,2010,7,sales,417
El Paso,2010,7,price,139800
El Paso,2010,8,sales,437
El Paso,2010,8,price,137300
El Paso,2010,9,sales,463
El Paso,2010,9,price,137000
El Paso,2010,10,sales,416
El Paso,2010,10,price,134400
El Paso,2010,11,sales,392
El Paso,2010,11,price,134100
El Paso,2010,12,sales,464
El Paso,2010,12,price,134100
El Paso,2011,1,sales,339
El Paso,2011,1,price,127900
El Paso,2011,2,sales,287
El Paso,2011,2,price,134500
El Paso,2011,3,sales,409
El Paso,2011,3,price,131800
El Paso,2011,4,sales,423
El Paso,2011,4,price,133300
El Paso,2011,5,sales,414
El Paso,2011,5,price,130000
El Paso,2011,6,sales,462
El Paso,2011,6,price,134200
El Paso,2011,7,sales,466
El Paso,2011,7,price,133900
El Paso,2011,8,sales,544
El Paso,2011,8,price,140300
El Paso,2011,9,sales,433
El Paso,2011,9,price,131200
El Paso,2011,10,sales,432
El Paso,2011,10,price,136900
El Paso,2011,11,sales,375
El Paso,2011,11,price,137500
El Paso,2011,12,sales,420
El Paso,2011,12,price,135700
El Paso,2012,1,sales,307
El Paso,2012,1,price,130600
El Paso,2012,2,sales,366
El Paso,2012,2,price,136000
El Paso,2012,3,sales,402
El Paso,2012,3,price,127700
El Paso,2012,4,sales,452
El Paso,2012,4,price,136000
El Paso,2012,5,sales,484
El Paso,2012,5,price,136100
El Paso,2012,6,sales,511
El Paso,2012,6,price,136400
El Paso,2012,7,sales,505
El Paso,2012,7,price,140700
El Paso,2012,8,sales,532
El Paso,2012,8,price,145100
El Paso,2012,9,sales,504
El Paso,2012,9,price,138100
El Paso,2012,10,sales,535
El Paso,2012,10,price,140100
El Paso,2012,11,sales,466
El Paso,2012,11,price,143300
El Paso,2012,12,sales,521
El Paso,2012,12,price,148300
El Paso,2013,1,sales,398
El Paso,2013,1,price,135300
El Paso,2013,2,sales,350
El Paso,2013,2,price,139000
El Paso,2013,3,sales,466
El Paso,2013,3,price,141600
El Paso,2013,4,sales,527
El Paso,2013,4,price,137000
El Paso,2013,5,sales,487
El Paso,2013,5,price,136500
El Paso,2013,6,sales,498
El Paso,2013,6,price,142900
El Paso,2013,7,sales,635
El Paso,2013,7,price,146800
El Paso,2013,8,sales,542
El Paso,2013,8,price,144800
El Paso,2013,9,sales,503
El Paso,2013,9,price,138600
El Paso,2013,10,sales,483
El Paso,2013,10,price,143900
El Paso,2013,11,sales,386
El Paso,2013,11,price,140000
El Paso,2013,12,sales,531
El Paso,2013,12,price,146100
El Paso,2014,1,sales,363
El Paso,2014,1,price,135200
El Paso,2014,2,sales,398
El Paso,2014,2,price,136300
El Paso,2014,3,sales,523
El Paso,2014,3,price,137300
El Paso,2014,4,sales,559
El Paso,2014,4,price,134400
El Paso,2014,5,sales,519
El Paso,2014,5,price,143000
El Paso,2014,6,sales,646
El Paso,2014,6,price,146300
El Paso,2014,7,sales,607
El Paso,2014,7,price,147500
El Paso,2014,8,sales,542
El Paso,2014,8,price,138300
El Paso,2014,9,sales,504
El Paso,2014,9,price,137600
El Paso,2014,10,sales,512
El Paso,2014,10,price,147600
El Paso,2014,11,sales,470
El Paso,2014,11,price,138900
El Paso,2014,12,sales,542
El Paso,2014,12,price,143900
El Paso,2015,1,sales,406
El Paso,2015,1,price,135200
El Paso,2015,2,sales,381
El Paso,2015,2,price,139000
El Paso,2015,3,sales,598
El Paso,2015,3,price,141200
El Paso,2015,4,sales,639
El Paso,2015,4,price,134500
El Paso,2015,5,sales,601
El Paso,2015,5,price,145100
El Paso,2015,6,sales,689
El Paso,2015,6,price,147700
El Paso,2015,7,sales,680
El Paso,2015,7,price,148600
Fort Bend,2000,1,sales,343
Fort Bend,2000,1,price,129000
Fort Bend,2000,2,sales,466
Fort Bend,2000,2,price,123100
Fort Bend,2000,3,sales,657
Fort Bend,2000,3,price,125100
Fort Bend,2000,4,sales,593
Fort Bend,2000,4,price,132900
Fort Bend,2000,5,sales,735
Fort Bend,2000,5,price,129800
Fort Bend,2000,6,sales,790
Fort Bend,2000,6,price,140500
Fort Bend,2000,7,sales,753
Fort Bend,2000,7,price,136700
Fort Bend,2000,8,sales,717
Fort Bend,2000,8,price,138400
Fort Bend,2000,9,sales,593
Fort Bend,2000,9,price,139900
Fort Bend,2000,10,sales,547
Fort Bend,2000,10,price,130900
Fort Bend,2000,11,sales,519
Fort Bend,2000,11,price,133200
Fort Bend,2000,12,sales,541
Fort Bend,2000,12,price,140200
Fort Bend,2001,1,sales,398
Fort Bend,2001,1,price,134600
Fort Bend,2001,2,sales,480
Fort Bend,2001,2,price,137300
Fort Bend,2001,3,sales,633
Fort Bend,2001,3,price,138800
Fort Bend,2001,4,sales,683
Fort Bend,2001,4,price,148000
Fort Bend,2001,5,sales,715
Fort Bend,2001,5,price,140400
Fort Bend,2001,6,sales,846
Fort Bend,2001,6,price,151000
Fort Bend,2001,7,sales,848
Fort Bend,2001,7,price,146300
Fort Bend,2001,8,sales,798
Fort Bend,2001,8,price,151200
Fort Bend,2001,9,sales,527
Fort Bend,2001,9,price,142700
Fort Bend,2001,10,sales,609
Fort Bend,2001,10,price,139100
Fort Bend,2001,11,sales,538
Fort Bend,2001,11,price,142600
Fort Bend,2001,12,sales,678
Fort Bend,2001,12,price,143000
Fort Bend,2002,1,sales,502
Fort Bend,2002,1,price,146200
Fort Bend,2002,2,sales,546
Fort Bend,2002,2,price,143200
Fort Bend,2002,3,sales,632
Fort Bend,2002,3,price,149600
Fort Bend,2002,4,sales,720
Fort Bend,2002,4,price,147000
Fort Bend,2002,5,sales,785
Fort Bend,2002,5,price,153200
Fort Bend,2002,6,sales,825
Fort Bend,2002,6,price,154700
Fort Bend,2002,7,sales,846
Fort Bend,2002,7,price,149800
Fort Bend,2002,8,sales,751
Fort Bend,2002,8,price,157600
Fort Bend,2002,9,sales,614
Fort Bend,2002,9,price,155300
Fort Bend,2002,10,sales,601
Fort Bend,2002,10,price,151000
Fort Bend,2002,11,sales,556
Fort Bend,2002,11,price,151600
Fort Bend,2002,12,sales,644
Fort Bend,2002,12,price,152500
Fort Bend,2003,1,sales,489
Fort Bend,2003,1,price,149500
Fort Bend,2003,2,sales,506
Fort Bend,2003,2,price,149100
Fort Bend,2003,3,sales,612
Fort Bend,2003,3,price,148900
Fort Bend,2003,4,sales,666
Fort Bend,2003,4,price,158500
Fort Bend,2003,5,sales,734
Fort Bend,2003,5,price,153100
Fort Bend,2003,6,sales,902
Fort Bend,2003,6,price,156500
Fort Bend,2003,7,sales,879
Fort Bend,2003,7,price,163500
Fort Bend,2003,8,sales,807
Fort Bend,2003,8,price,159000
Fort Bend,2003,9,sales,756
Fort Bend,2003,9,price,156000
Fort Bend,2003,10,sales,661
Fort Bend,2003,10,price,149200
Fort Bend,2003,11,sales,513
Fort Bend,2003,11,price,149000
Fort Bend,2003,12,sales,786
Fort Bend,2003,12,price,155400
Fort Bend,2004,1,sales,481
Fort Bend,2004,1,price,143800
Fort Bend,2004,2,sales,626
Fort Bend,2004,2,price,145100
Fort Bend,2004,3,sales,711
Fort Bend,2004,3,price,150300
Fort Bend,2004,4,sales,835
Fort Bend,2004,4,price,151500
Fort Bend,2004,5,sales,799
Fort Bend,2004,5,price,159100
Fort Bend,2004,6,sales,966
Fort Bend,2004,6,price,159800
Fort Bend,2004,7,sales,939
Fort Bend,2004,7,price,159800
Fort Bend,2004,8,sales,940
Fort Bend,2004,8,price,159800
Fort Bend,2004,9,sales,720
Fort Bend,2004,9,price,155700
Fort Bend,2004,10,sales,739
Fort Bend,2004,10,price,152900
Fort Bend,2004,11,sales,657
Fort Bend,2004,11,price,152900
Fort Bend,2004,12,sales,821
Fort Bend,2004,12,price,155100
Fort Bend,2005,1,sales,491
Fort Bend,2005,1,price,154200
Fort Bend,2005,2,sales,602
Fort Bend,2005,2,price,151200
Fort Bend,2005,3,sales,817
Fort Bend,2005,3,price,153700
Fort Bend,2005,4,sales,806
Fort Bend,2005,4,price,161300
Fort Bend,2005,5,sales,1043
Fort Bend,2005,5,price,163400
Fort Bend,2005,6,sales,1066
Fort Bend,2005,6,price,167600
Fort Bend,2005,7,sales,1076
Fort Bend,2005,7,price,166700
Fort Bend,2005,8,sales,1076
Fort Bend,2005,8,price,163500
Fort Bend,2005,9,sales,732
Fort Bend,2005,9,price,165100
Fort Bend,2005,10,sales,830
Fort Bend,2005,10,price,162100
Fort Bend,2005,11,sales,727
Fort Bend,2005,11,price,158300
Fort Bend,2005,12,sales,960
Fort Bend,2005,12,price,173600
Fort Bend,2006,1,sales,552
Fort Bend,2006,1,price,163700
Fort Bend,2006,2,sales,693
Fort Bend,2006,2,price,163800
Fort Bend,2006,3,sales,933
Fort Bend,2006,3,price,168500
Fort Bend,2006,4,sales,842
Fort Bend,2006,4,price,163200
Fort Bend,2006,5,sales,1075
Fort Bend,2006,5,price,172200
Fort Bend,2006,6,sales,1198
Fort Bend,2006,6,price,176000
Fort Bend,2006,7,sales,1066
Fort Bend,2006,7,price,182000
Fort Bend,2006,8,sales,1110
Fort Bend,2006,8,price,172300
Fort Bend,2006,9,sales,912
Fort Bend,2006,9,price,170800
Fort Bend,2006,10,sales,885
Fort Bend,2006,10,price,166200
Fort Bend,2006,11,sales,829
Fort Bend,2006,11,price,170700
Fort Bend,2006,12,sales,920
Fort Bend,2006,12,price,170800
Fort Bend,2007,1,sales,632
Fort Bend,2007,1,price,165800
Fort Bend,2007,2,sales,722
Fort Bend,2007,2,price,164300
Fort Bend,2007,3,sales,958
Fort Bend,2007,3,price,167400
Fort Bend,2007,4,sales,892
Fort Bend,2007,4,price,175900
Fort Bend,2007,5,sales,1100
Fort Bend,2007,5,price,181600
Fort Bend,2007,6,sales,1183
Fort Bend,2007,6,price,187300
Fort Bend,2007,7,sales,1102
Fort Bend,2007,7,price,185100
Fort Bend,2007,8,sales,1139
Fort Bend,2007,8,price,186600
Fort Bend,2007,9,sales,748
Fort Bend,2007,9,price,175300
Fort Bend,2007,10,sales,813
Fort Bend,2007,10,price,165100
Fort Bend,2007,11,sales,738
Fort Bend,2007,11,price,177300
Fort Bend,2007,12,sales,798
Fort Bend,2007,12,price,179700
Fort Bend,2008,1,sales,530
Fort Bend,2008,1,price,171200
Fort Bend,2008,2,sales,664
Fort Bend,2008,2,price,172900
Fort Bend,2008,3,sales,719
Fort Bend,2008,3,price,180400
Fort Bend,2008,4,sales,867
Fort Bend,2008,4,price,176700
Fort Bend,2008,5,sales,969
Fort Bend,2008,5,price,183600
Fort Bend,2008,6,sales,1058
Fort Bend,2008,6,price,187200
Fort Bend,2008,7,sales,1031
Fort Bend,2008,7,price,191000
Fort Bend,2008,8,sales,989
Fort Bend,2008,8,price,191900
Fort Bend,2008,9,sales,633
Fort Bend,2008,9,price,184400
Fort Bend,2008,10,sales,666
Fort Bend,2008,10,price,178600
Fort Bend,2008,11,sales,529
Fort Bend,2008,11,price,175800
Fort Bend,2008,12,sales,764
Fort Bend,2008,12,price,189100
Fort Bend,2009,1,sales,460
Fort Bend,2009,1,price,159500
Fort Bend,2009,2,sales,551
Fort Bend,2009,2,price,175100
Fort Bend,2009,3,sales,678
Fort Bend,2009,3,price,177700
Fort Bend,2009,4,sales,685
Fort Bend,2009,4,price,181800
Fort Bend,2009,5,sales,846
Fort Bend,2009,5,price,195000
Fort Bend,2009,6,sales,912
Fort Bend,2009,6,price,198400
Fort Bend,2009,7,sales,1014
Fort Bend,2009,7,price,204900
Fort Bend,2009,8,sales,881
Fort Bend,2009,8,price,201200
Fort Bend,2009,9,sales,790
Fort Bend,2009,9,price,189500
Fort Bend,2009,10,sales,781
Fort Bend,2009,10,price,178600
Fort Bend,2009,11,sales,775
Fort Bend,2009,11,price,190500
Fort Bend,2009,12,sales,740
Fort Bend,2009,12,price,199300
Fort Bend,2010,1,sales,408
Fort Bend,2010,1,price,183900
Fort Bend,2010,2,sales,523
Fort Bend,2010,2,price,186300
Fort Bend,2010,3,sales,797
Fort Bend,2010,3,price,197100
Fort Bend,2010,4,sales,843
Fort Bend,2010,4,price,190700
Fort Bend,2010,5,sales,954
Fort Bend,2010,5,price,191400
Fort Bend,2010,6,sales,877
Fort Bend,2010,6,price,212200
Fort Bend,2010,7,sales,810
Fort Bend,2010,7,price,205400
Fort Bend,2010,8,sales,758
Fort Bend,2010,8,price,204700
Fort Bend,2010,9,sales,676
Fort Bend,2010,9,price,196300
Fort Bend,2010,10,sales,552
Fort Bend,2010,10,price,199600
Fort Bend,2010,11,sales,558
Fort Bend,2010,11,price,205900
Fort Bend,2010,12,sales,747
Fort Bend,2010,12,price,200900
Fort Bend,2011,1,sales,441
Fort Bend,2011,1,price,183400
Fort Bend,2011,2,sales,567
Fort Bend,2011,2,price,185700
Fort Bend,2011,3,sales,738
Fort Bend,2011,3,price,204700
Fort Bend,2011,4,sales,731
Fort Bend,2011,4,price,184700
Fort Bend,2011,5,sales,857
Fort Bend,2011,5,price,196200
Fort Bend,2011,6,sales,992
Fort Bend,2011,6,price,216700
Fort Bend,2011,7,sales,898
Fort Bend,2011,7,price,205300
Fort Bend,2011,8,sales,938
Fort Bend,2011,8,price,199700
Fort Bend,2011,9,sales,794
Fort Bend,2011,9,price,198000
Fort Bend,2011,10,sales,647
Fort Bend,2011,10,price,194300
Fort Bend,2011,11,sales,703
Fort Bend,2011,11,price,201100
Fort Bend,2011,12,sales,794
Fort Bend,2011,12,price,200900
Fort Bend,2012,1,sales,478
Fort Bend,2012,1,price,180000
Fort Bend,2012,2,sales,665
Fort Bend,2012,2,price,192800
Fort Bend,2012,3,sales,831
Fort Bend,2012,3,price,202800
Fort Bend,2012,4,sales,881
Fort Bend,2012,4,price,209600
Fort Bend,2012,5,sales,1057
Fort Bend,2012,5,price,204400
Fort Bend,2012,6,sales,1162
Fort Bend,2012,6,price,208200
Fort Bend,2012,7,sales,1215
Fort Bend,2012,7,price,219600
Fort Bend,2012,8,sales,1178
Fort Bend,2012,8,price,201800
Fort Bend,2012,9,sales,853
Fort Bend,2012,9,price,202000
Fort Bend,2012,10,sales,907
Fort Bend,2012,10,price,208900
Fort Bend,2012,11,sales,890
Fort Bend,2012,11,price,209800
Fort Bend,2012,12,sales,933
Fort Bend,2012,12,price,212900
Fort Bend,2013,1,sales,661
Fort Bend,2013,1,price,196700
Fort Bend,2013,2,sales,733
Fort Bend,2013,2,price,199800
Fort Bend,2013,3,sales,986
Fort Bend,2013,3,price,217800
Fort Bend,2013,4,sales,1127
Fort Bend,2013,4,price,233000
Fort Bend,2013,5,sales,1541
Fort Bend,2013,5,price,248500
Fort Bend,2013,6,sales,1317
Fort Bend,2013,6,price,245500
Fort Bend,2013,7,sales,1375
Fort Bend,2013,7,price,244000
Fort Bend,2013,8,sales,1367
Fort Bend,2013,8,price,239400
Fort Bend,2013,9,sales,1103
Fort Bend,2013,9,price,234000
Fort Bend,2013,10,sales,996
Fort Bend,2013,10,price,230800
Fort Bend,2013,11,sales,832
Fort Bend,2013,11,price,236300
Fort Bend,2013,12,sales,1030
Fort Bend,2013,12,price,251500
Fort Bend,2014,1,sales,679
Fort Bend,2014,1,price,229500
Fort Bend,2014,2,sales,775
Fort Bend,2014,2,price,240500
Fort Bend,2014,3,sales,1018
Fort Bend,2014,3,price,257100
Fort Bend,2014,4,sales,1054
Fort Bend,2014,4,price,261100
Fort Bend,2014,5,sales,1177
Fort Bend,2014,5,price,256600
Fort Bend,2014,6,sales,1388
Fort Bend,2014,6,price,282300
Fort Bend,2014,7,sales,1275
Fort Bend,2014,7,price,267600
Fort Bend,2014,8,sales,1321
Fort Bend,2014,8,price,273500
Fort Bend,2014,9,sales,1114
Fort Bend,2014,9,price,254100
Fort Bend,2014,10,sales,1047
Fort Bend,2014,10,price,258400
Fort Bend,2014,11,sales,860
Fort Bend,2014,11,price,263300
Fort Bend,2014,12,sales,1127
Fort Bend,2014,12,price,277300
Fort Bend,2015,1,sales,686
Fort Bend,2015,1,price,260300
Fort Bend,2015,2,sales,734
Fort Bend,2015,2,price,255300
Fort Bend,2015,3,sales,1068
Fort Bend,2015,3,price,276100
Fort Bend,2015,4,sales,1046
Fort Bend,2015,4,price,270800
Fort Bend,2015,5,sales,1113
Fort Bend,2015,5,price,279700
Fort Bend,2015,6,sales,1341
Fort Bend,2015,6,price,284200
Fort Bend,2015,7,sales,1372
Fort Bend,2015,7,price,280400
Fort Worth,2000,1,sales,325
Fort Worth,2000,1,price,79200
Fort Worth,2000,2,sales,469
Fort Worth,2000,2,price,75000
Fort Worth,2000,3,sales,588
Fort Worth,2000,3,price,79300
Fort Worth,2000,4,sales,487
Fort Worth,2000,4,price,82900
Fort Worth,2000,5,sales,630
Fort Worth,2000,5,price,81700
Fort Worth,2000,6,sales,648
Fort Worth,2000,6,price,85900
Fort Worth,2000,7,sales,548
Fort Worth,2000,7,price,85100
Fort Worth,2000,8,sales,638
Fort Worth,2000,8,price,87600
Fort Worth,2000,9,sales,524
Fort Worth,2000,9,price,89000
Fort Worth,2000,10,sales,539
Fort Worth,2000,10,price,85300
Fort Worth,2000,11,sales,521
Fort Worth,2000,11,price,88300
Fort Worth,2000,12,sales,463
Fort Worth,2000,12,price,85500
Fort Worth,2001,1,sales,405
Fort Worth,2001,1,price,78100
Fort Worth,2001,2,sales,447
Fort Worth,2001,2,price,88900
Fort Worth,2001,3,sales,621
Fort Worth,2001,3,price,86000
Fort Worth,2001,4,sales,545
Fort Worth,2001,4,price,87300
Fort Worth,2001,5,sales,653
Fort Worth,2001,5,price,92600
Fort Worth,2001,6,sales,665
Fort Worth,2001,6,price,96700
Fort Worth,2001,7,sales,655
Fort Worth,2001,7,price,93200
Fort Worth,2001,8,sales,678
Fort Worth,2001,8,price,92000
Fort Worth,2001,9,sales,537
Fort Worth,2001,9,price,89600
Fort Worth,2001,10,sales,546
Fort Worth,2001,10,price,85900
Fort Worth,2001,11,sales,514
Fort Worth,2001,11,price,102100
Fort Worth,2001,12,sales,515
Fort Worth,2001,12,price,97700
Fort Worth,2002,1,sales,431
Fort Worth,2002,1,price,89400
Fort Worth,2002,2,sales,516
Fort Worth,2002,2,price,89500
Fort Worth,2002,3,sales,588
Fort Worth,2002,3,price,95800
Fort Worth,2002,4,sales,637
Fort Worth,2002,4,price,95100
Fort Worth,2002,5,sales,672
Fort Worth,2002,5,price,96800
Fort Worth,2002,6,sales,690
Fort Worth,2002,6,price,97600
Fort Worth,2002,7,sales,732
Fort Worth,2002,7,price,96800
Fort Worth,2002,8,sales,683
Fort Worth,2002,8,price,97200
Fort Worth,2002,9,sales,582
Fort Worth,2002,9,price,92500
Fort Worth,2002,10,sales,600
Fort Worth,2002,10,price,95000
Fort Worth,2002,11,sales,569
Fort Worth,2002,11,price,92900
Fort Worth,2002,12,sales,637
Fort Worth,2002,12,price,99700
Fort Worth,2003,1,sales,447
Fort Worth,2003,1,price,93200
Fort Worth,2003,2,sales,497
Fort Worth,2003,2,price,98800
Fort Worth,2003,3,sales,642
Fort Worth,2003,3,price,95000
Fort Worth,2003,4,sales,667
Fort Worth,2003,4,price,94300
Fort Worth,2003,5,sales,668
Fort Worth,2003,5,price,96800
Fort Worth,2003,6,sales,677
Fort Worth,2003,6,price,102300
Fort Worth,2003,7,sales,728
Fort Worth,2003,7,price,103700
Fort Worth,2003,8,sales,795
Fort Worth,2003,8,price,102300
Fort Worth,2003,9,sales,683
Fort Worth,2003,9,price,98300
Fort Worth,2003,10,sales,735
Fort Worth,2003,10,price,92600
Fort Worth,2003,11,sales,552
Fort Worth,2003,11,price,102900
Fort Worth,2003,12,sales,666
Fort Worth,2003,12,price,102800
Fort Worth,2004,1,sales,454
Fort Worth,2004,1,price,90800
Fort Worth,2004,2,sales,609
Fort Worth,2004,2,price,95900
Fort Worth,2004,3,sales,764
Fort Worth,2004,3,price,97100
Fort Worth,2004,4,sales,791
Fort Worth,2004,4,price,99100
Fort Worth,2004,5,sales,805
Fort Worth,2004,5,price,103500
Fort Worth,2004,6,sales,865
Fort Worth,2004,6,price,109100
Fort Worth,2004,7,sales,844
Fort Worth,2004,7,price,107100
Fort Worth,2004,8,sales,824
Fort Worth,2004,8,price,103400
Fort Worth,2004,9,sales,732
Fort Worth,2004,9,price,101100
Fort Worth,2004,10,sales,739
Fort Worth,2004,10,price,102900
Fort Worth,2004,11,sales,720
Fort Worth,2004,11,price,102000
Fort Worth,2004,12,sales,760
Fort Worth,2004,12,price,104100
Fort Worth,2005,1,sales,502
Fort Worth,2005,1,price,100600
Fort Worth,2005,2,sales,639
Fort Worth,2005,2,price,100900
Fort Worth,2005,3,sales,887
Fort Worth,2005,3,price,109500
Fort Worth,2005,4,sales,896
Fort Worth,2005,4,price,109900
Fort Worth,2005,5,sales,964
Fort Worth,2005,5,price,113000
Fort Worth,2005,6,sales,1102
Fort Worth,2005,6,price,114000
Fort Worth,2005,7,sales,975
Fort Worth,2005,7,price,115400
Fort Worth,2005,8,sales,1031
Fort Worth,2005,8,price,116000
Fort Worth,2005,9,sales,952
Fort Worth,2005,9,price,117700
Fort Worth,2005,10,sales,842
Fort Worth,2005,10,price,117000
Fort Worth,2005,11,sales,824
Fort Worth,2005,11,price,116900
Fort Worth,2005,12,sales,827
Fort Worth,2005,12,price,120200
Fort Worth,2006,1,sales,621
Fort Worth,2006,1,price,113800
Fort Worth,2006,2,sales,799
Fort Worth,2006,2,price,114700
Fort Worth,2006,3,sales,1154
Fort Worth,2006,3,price,116600
Fort Worth,2006,4,sales,977
Fort Worth,2006,4,price,115500
Fort Worth,2006,5,sales,1103
Fort Worth,2006,5,price,118500
Fort Worth,2006,6,sales,1222
Fort Worth,2006,6,price,121900
Fort Worth,2006,7,sales,1076
Fort Worth,2006,7,price,117100
Fort Worth,2006,8,sales,1128
Fort Worth,2006,8,price,119200
Fort Worth,2006,9,sales,1049
Fort Worth,2006,9,price,115800
Fort Worth,2006,10,sales,992
Fort Worth,2006,10,price,118000
Fort Worth,2006,11,sales,915
Fort Worth,2006,11,price,119500
Fort Worth,2006,12,sales,941
Fort Worth,2006,12,price,117900
Fort Worth,2007,1,sales,727
Fort Worth,2007,1,price,109700
Fort Worth,2007,2,sales,865
Fort Worth,2007,2,price,114000
Fort Worth,2007,3,sales,1091
Fort Worth,2007,3,price,114500
Fort Worth,2007,4,sales,946
Fort Worth,2007,4,price,117800
Fort Worth,2007,5,sales,1136
Fort Worth,2007,5,price,123500
Fort Worth,2007,6,sales,1119
Fort Worth,2007,6,price,119200
Fort Worth,2007,7,sales,1104
Fort Worth,2007,7,price,124100
Fort Worth,2007,8,sales,1169
Fort Worth,2007,8,price,122200
Fort Worth,2007,9,sales,868
Fort Worth,2007,9,price,119500
Fort Worth,2007,10,sales,923
Fort Worth,2007,10,price,116800
Fort Worth,2007,11,sales,795
Fort Worth,2007,11,price,118600
Fort Worth,2007,12,sales,789
Fort Worth,2007,12,price,119600
Fort Worth,2008,1,sales,600
Fort Worth,2008,1,price,113300
Fort Worth,2008,2,sales,765
Fort Worth,2008,2,price,115700
Fort Worth,2008,3,sales,849
Fort Worth,2008,3,price,116300
Fort Worth,2008,4,sales,907
Fort Worth,2008,4,price,114700
Fort Worth,2008,5,sales,1010
Fort Worth,2008,5,price,123600
Fort Worth,2008,6,sales,997
Fort Worth,2008,6,price,120700
Fort Worth,2008,7,sales,958
Fort Worth,2008,7,price,120000
Fort Worth,2008,8,sales,916
Fort Worth,2008,8,price,120800
Fort Worth,2008,9,sales,854
Fort Worth,2008,9,price,116900
Fort Worth,2008,10,sales,773
Fort Worth,2008,10,price,111800
Fort Worth,2008,11,sales,506
Fort Worth,2008,11,price,112300
Fort Worth,2008,12,sales,626
Fort Worth,2008,12,price,110200
Fort Worth,2009,1,sales,463
Fort Worth,2009,1,price,103900
Fort Worth,2009,2,sales,512
Fort Worth,2009,2,price,109400
Fort Worth,2009,3,sales,684
Fort Worth,2009,3,price,109200
Fort Worth,2009,4,sales,686
Fort Worth,2009,4,price,112200
Fort Worth,2009,5,sales,781
Fort Worth,2009,5,price,112600
Fort Worth,2009,6,sales,794
Fort Worth,2009,6,price,119000
Fort Worth,2009,7,sales,883
Fort Worth,2009,7,price,118500
Fort Worth,2009,8,sales,780
Fort Worth,2009,8,price,117800
Fort Worth,2009,9,sales,739
Fort Worth,2009,9,price,112200
Fort Worth,2009,10,sales,847
Fort Worth,2009,10,price,113100
Fort Worth,2009,11,sales,758
Fort Worth,2009,11,price,115100
Fort Worth,2009,12,sales,631
Fort Worth,2009,12,price,111900
Fort Worth,2010,1,sales,461
Fort Worth,2010,1,price,103300
Fort Worth,2010,2,sales,575
Fort Worth,2010,2,price,110100
Fort Worth,2010,3,sales,813
Fort Worth,2010,3,price,116800
Fort Worth,2010,4,sales,903
Fort Worth,2010,4,price,116000
Fort Worth,2010,5,sales,908
Fort Worth,2010,5,price,119700
Fort Worth,2010,6,sales,877
Fort Worth,2010,6,price,114800
Fort Worth,2010,7,sales,613
Fort Worth,2010,7,price,114900
Fort Worth,2010,8,sales,692
